取引先コード,得意先名,取引日付,取引区分,伝票番号,行,商品コード,商品名,数量,単価,金額
0032,森内商店株式会社,2005/06/22,10,670,4,0100,発泡酒－－－－－－－－－－－－－－－－－－０１００,15,4790,71850
0033,㈱川吉コーポレーション,2005/06/17,10,671,1,0090,消臭剤－－－－－－－－－－－－－－－－－－００９０,12,3650,43800
0033,㈱川吉コーポレーション,2005/06/17,10,671,2,0004,パン－－－－－－－－－－－－－－－－－－－０００４,2,2180,4360
0033,㈱川吉コーポレーション,2005/06/17,10,671,3,0084,ドリンク－－－－－－－－－－－－－－－－－００８４,8,4940,39520
0033,㈱川吉コーポレーション,2005/06/17,10,671,4,0012,家具－－－－－－－－－－－－－－－－－－－００１２,17,2360,40120
0050,原多建設株式会社,2005/06/01,10,672,1,0086,インスタントラーメン－－－－－－－－－－－００８６,16,10140,162240
0018,村本建設株式会社,2005/06/15,10,673,1,0058,冷凍食品－－－－－－－－－－－－－－－－－００５８,9,9710,87390
0018,村本建設株式会社,2005/06/15,10,673,2,0084,ドリンク－－－－－－－－－－－－－－－－－００８４,14,4940,69160
0018,村本建設株式会社,2005/06/15,10,673,3,0013,一般衣類－－－－－－－－－－－－－－－－－００１３,8,8420,67360
0018,村本建設株式会社,2005/06/15,10,673,4,0033,貴金属－－－－－－－－－－－－－－－－－－００３３,7,8770,61390
0043,㈱高安商店,2005/06/11,10,674,1,0063,パソコン周辺機器－－－－－－－－－－－－－００６３,19,1420,26980
0043,㈱高安商店,2005/06/11,10,674,2,0038,スポーツ用品－－－－－－－－－－－－－－－００３８,13,2450,31850
0043,㈱高安商店,2005/06/11,10,674,3,0019,発泡酒－－－－－－－－－－－－－－－－－－００１９,18,9210,165780
0043,㈱高安商店,2005/06/11,10,674,4,0003,発泡酒－－－－－－－－－－－－－－－－－－０００３,14,2330,32620
0015,㈱尾鈴商事,2005/06/23,10,675,1,0093,アウトドア用品－－－－－－－－－－－－－－００９３,15,2960,44400
0015,㈱尾鈴商事,2005/06/23,10,675,2,0036,一般家電－－－－－－－－－－－－－－－－－００３６,17,9150,155550
0039,株式会社森本商店,2005/08/16,10,676,1,0012,家具－－－－－－－－－－－－－－－－－－－００１２,13,2360,30680
0039,株式会社森本商店,2005/08/16,10,676,2,0029,ドリンク－－－－－－－－－－－－－－－－－００２９,18,10010,180180
0039,株式会社森本商店,2005/08/16,10,676,3,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,17,6250,106250
0039,株式会社森本商店,2005/08/16,10,676,4,0087,ドリンク－－－－－－－－－－－－－－－－－００８７,1,4030,4030
0014,㈱岡鈴商事,2005/06/25,10,677,1,0001,スポーツ用品－－－－－－－－－－－－－－－０００１,4,8820,35280
0014,㈱岡鈴商事,2005/06/25,10,677,2,0090,消臭剤－－－－－－－－－－－－－－－－－－００９０,20,3650,73000
0014,㈱岡鈴商事,2005/06/25,10,677,3,0013,一般衣類－－－－－－－－－－－－－－－－－００１３,18,8420,151560
0014,㈱岡鈴商事,2005/06/25,10,677,4,0097,ゲーム機－－－－－－－－－－－－－－－－－００９７,13,8300,107900
0002,㈱木田商店,2005/06/05,10,678,1,0094,果物－－－－－－－－－－－－－－－－－－－００９４,6,1330,7980
0002,㈱木田商店,2005/06/05,10,678,2,0008,電池－－－－－－－－－－－－－－－－－－－０００８,20,610,12200
0002,㈱木田商店,2005/06/05,10,678,3,0006,一般家電－－－－－－－－－－－－－－－－－０００６,12,6030,72360
0002,㈱木田商店,2005/06/05,10,678,4,0028,風邪薬－－－－－－－－－－－－－－－－－－００２８,1,1780,1780
0004,㈱中鈴商店,2005/07/01,10,679,1,0031,パソコン周辺機器－－－－－－－－－－－－－００３１,19,5020,95380
0004,㈱中鈴商店,2005/07/01,10,679,2,0100,発泡酒－－－－－－－－－－－－－－－－－－０１００,7,4790,33530
0002,㈱木田商店,2005/07/28,10,680,1,0027,魚－－－－－－－－－－－－－－－－－－－－００２７,19,9240,175560
0044,㈱丸内コーポレーション,2005/07/29,10,681,1,0009,果物－－－－－－－－－－－－－－－－－－－０００９,19,5300,100700
0044,㈱丸内コーポレーション,2005/07/29,10,681,2,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,14,6250,87500
0044,㈱丸内コーポレーション,2005/07/29,10,681,3,0065,パン－－－－－－－－－－－－－－－－－－－００６５,7,2630,18410
0044,㈱丸内コーポレーション,2005/07/29,10,681,4,0063,パソコン周辺機器－－－－－－－－－－－－－００６３,3,1420,4260
0001,村浦コーポレーション株式会社,2005/06/02,10,682,1,0046,スポーツ用品－－－－－－－－－－－－－－－００４６,5,3880,19400
0001,村浦コーポレーション株式会社,2005/06/02,10,682,2,0014,ゲーム機－－－－－－－－－－－－－－－－－００１４,18,7100,127800
0012,株式会社木吉建設,2005/08/21,10,683,1,0036,一般家電－－－－－－－－－－－－－－－－－００３６,20,9150,183000
0012,株式会社木吉建設,2005/08/21,10,683,2,0024,電池－－－－－－－－－－－－－－－－－－－００２４,1,8370,8370
0004,㈱中鈴商店,2005/06/08,10,684,1,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,10,6250,62500
0004,㈱中鈴商店,2005/06/08,10,684,2,0051,魚－－－－－－－－－－－－－－－－－－－－００５１,5,2250,11250
0044,㈱丸内コーポレーション,2005/08/03,10,685,1,0092,パン－－－－－－－－－－－－－－－－－－－００９２,3,8280,24840
0044,㈱丸内コーポレーション,2005/08/03,10,685,2,0010,貴金属－－－－－－－－－－－－－－－－－－００１０,17,580,9860
0031,㈱松内建設,2005/07/26,10,686,1,0089,一般家電－－－－－－－－－－－－－－－－－００８９,11,5650,62150
0031,㈱松内建設,2005/07/26,10,686,2,0022,野菜－－－－－－－－－－－－－－－－－－－００２２,9,9670,87030
0031,㈱松内建設,2005/07/26,10,686,3,0057,スポーツ用品－－－－－－－－－－－－－－－００５７,12,4020,48240
0019,㈱鈴木商事,2005/06/24,10,687,1,0080,パソコンサプライ－－－－－－－－－－－－－００８０,10,7460,74600
0019,㈱鈴木商事,2005/06/24,10,687,2,0027,魚－－－－－－－－－－－－－－－－－－－－００２７,19,9240,175560
0019,㈱鈴木商事,2005/06/24,10,687,3,0035,照明－－－－－－－－－－－－－－－－－－－００３５,17,2050,34850
0019,㈱鈴木商事,2005/06/24,10,687,4,0027,魚－－－－－－－－－－－－－－－－－－－－００２７,14,9240,129360
0020,㈱木山建設,2005/09/08,10,688,1,0099,ゲーム機－－－－－－－－－－－－－－－－－００９９,2,7590,15180
0020,㈱木山建設,2005/09/08,10,688,2,0035,照明－－－－－－－－－－－－－－－－－－－００３５,4,2050,8200
0041,野吉システム株式会社,2005/07/01,10,689,1,0020,風邪薬－－－－－－－－－－－－－－－－－－００２０,7,2300,16100
0041,野吉システム株式会社,2005/07/01,10,689,2,0060,発泡酒－－－－－－－－－－－－－－－－－－００６０,15,2970,44550
0039,株式会社森本商店,2005/07/26,10,690,1,0035,照明－－－－－－－－－－－－－－－－－－－００３５,19,2050,38950
0039,株式会社森本商店,2005/07/26,10,690,2,0043,家具－－－－－－－－－－－－－－－－－－－００４３,18,4200,75600
0039,株式会社森本商店,2005/07/26,10,690,3,0063,パソコン周辺機器－－－－－－－－－－－－－００６３,5,1420,7100
0039,株式会社森本商店,2005/07/26,10,690,4,0030,ゲーム機－－－－－－－－－－－－－－－－－００３０,3,9230,27690
0024,山鈴商事株式会社,2005/08/02,10,691,1,0055,パソコン本体－－－－－－－－－－－－－－－００５５,13,1940,25220
0024,山鈴商事株式会社,2005/08/02,10,691,2,0075,化粧品－－－－－－－－－－－－－－－－－－００７５,15,5910,88650
0008,株式会社杉尾コーポレーション,2005/07/16,10,692,1,0074,インスタントラーメン－－－－－－－－－－－００７４,7,9800,68600
0008,株式会社杉尾コーポレーション,2005/07/16,10,692,2,0099,ゲーム機－－－－－－－－－－－－－－－－－００９９,18,7590,136620
0008,株式会社杉尾コーポレーション,2005/07/16,10,692,3,0016,一般衣類－－－－－－－－－－－－－－－－－００１６,3,5310,15930
0046,本村商事株式会社,2005/08/06,10,693,1,0068,カー用品－－－－－－－－－－－－－－－－－００６８,1,6820,6820
0019,㈱鈴木商事,2005/06/23,10,694,1,0017,インスタントラーメン－－－－－－－－－－－００１７,12,9810,117720
0019,㈱鈴木商事,2005/06/23,10,694,2,0007,一般衣類－－－－－－－－－－－－－－－－－０００７,2,4320,8640
0031,㈱松内建設,2005/07/30,10,695,1,0059,一般家電－－－－－－－－－－－－－－－－－００５９,11,7920,87120
0031,㈱松内建設,2005/07/30,10,695,2,0061,米－－－－－－－－－－－－－－－－－－－－００６１,1,7120,7120
0035,㈱本岡商事,2005/08/13,10,696,1,0074,インスタントラーメン－－－－－－－－－－－００７４,7,9800,68600
0035,㈱本岡商事,2005/08/13,10,696,2,0099,ゲーム機－－－－－－－－－－－－－－－－－００９９,18,7590,136620
0035,㈱本岡商事,2005/08/13,10,696,3,0080,パソコンサプライ－－－－－－－－－－－－－００８０,20,7460,149200
0010,㈱杉尾システム,2005/08/25,10,697,1,0036,一般家電－－－－－－－－－－－－－－－－－００３６,11,9150,100650
0010,㈱杉尾システム,2005/08/25,10,697,2,0090,消臭剤－－－－－－－－－－－－－－－－－－００９０,12,3650,43800
0035,㈱本岡商事,2005/08/10,10,698,1,0017,インスタントラーメン－－－－－－－－－－－００１７,9,9810,88290
0035,㈱本岡商事,2005/08/10,10,698,2,0047,清涼飲料水－－－－－－－－－－－－－－－－００４７,2,8740,17480
0035,㈱本岡商事,2005/08/10,10,698,3,0054,冷凍食品－－－－－－－－－－－－－－－－－００５４,2,9420,18840
0035,㈱本岡商事,2005/08/10,10,698,4,0043,家具－－－－－－－－－－－－－－－－－－－００４３,14,4200,58800
0032,森内商店株式会社,2005/07/29,10,699,1,0035,照明－－－－－－－－－－－－－－－－－－－００３５,5,2050,10250
0016,株式会社本中システム,2005/08/22,10,700,1,0022,野菜－－－－－－－－－－－－－－－－－－－００２２,20,9670,193400
0039,株式会社森本商店,2005/08/10,10,701,1,0082,発泡酒－－－－－－－－－－－－－－－－－－００８２,5,8130,40650
0040,本内コーポレーション株式会社,2005/06/27,10,702,1,0082,発泡酒－－－－－－－－－－－－－－－－－－００８２,17,8130,138210
0040,本内コーポレーション株式会社,2005/06/27,10,702,2,0041,電池－－－－－－－－－－－－－－－－－－－００４１,12,4430,53160
0040,本内コーポレーション株式会社,2005/06/27,10,702,3,0007,一般衣類－－－－－－－－－－－－－－－－－０００７,15,4320,64800
0040,本内コーポレーション株式会社,2005/06/27,10,702,4,0072,一般衣類－－－－－－－－－－－－－－－－－００７２,10,7050,70500
0050,原多建設株式会社,2005/06/04,10,703,1,0078,魚－－－－－－－－－－－－－－－－－－－－００７８,8,9640,77120
0050,原多建設株式会社,2005/06/04,10,703,2,0054,冷凍食品－－－－－－－－－－－－－－－－－００５４,12,9420,113040
0050,原多建設株式会社,2005/06/04,10,703,3,0064,米－－－－－－－－－－－－－－－－－－－－００６４,17,5200,88400
0050,原多建設株式会社,2005/06/04,10,703,4,0035,照明－－－－－－－－－－－－－－－－－－－００３５,19,2050,38950
0039,株式会社森本商店,2005/08/12,10,704,1,0073,パソコン本体－－－－－－－－－－－－－－－００７３,17,780,13260
